MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE
b'[CSC85] 1249.4+2697',12 51 53.1,+26 41 46,5.0,5.0,,,0.0,D,,b''
b'[BBE90] 130458+283203',13 07 21.93,+28 16 02.8,6.0,6.0,,,0.0,D,,b''
b'2MASS J13064990+2631312',13 06 49.90,+26 31 31.3,6.0,6.0,310.0,290.0,104.0,B,I,b'2003yCat.2246....0C'
b'[BBE90] 130728+282857',13 09 51.98,+28 13 00.4,6.0,6.0,,,0.0,D,,b''
b'2MASS J13014133+2726591',13 01 41.33,+27 26 59.1,6.0,6.0,210.0,70.0,0.0,B,I,b'2003yCat.2246....0C'
b'QSO B1249+265',12 51 26.6483,+26 13 46.928,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'OMHR J130241.42+270837.2',13 02 41.49,+27 08 37.2,6.0,6.0,,,0.0,D,,b''
b'OMHR J125639.74+260447.3',12 56 39.81,+26 04 47.2,6.0,6.0,,,0.0,D,,b''
b'2MASS J12573418+2749365',12 57 34.18,+27 49 36.5,6.0,6.0,260.0,240.0,82.0,B,I,b'2003yCat.2246....0C'
b'[BBE90] 130552+275732',13 08 16.55,+27 41 32.8,6.0,6.0,,,0.0,D,,b''
b'OMHR J125802.71+261359.5',12 58 02.78,+26 13 59.5,6.0,6.0,,,0.0,D,,b''
b'[CSC85] 1249.7+2675',12 52 08.1,+26 28 26,5.0,5.0,,,0.0,D,,b''
b'[BBE90] 130622+275936',13 08 45.66,+27 43 37.2,6.0,6.0,,,0.0,D,,b''
b'[BBE90] 130651+280645',13 09 15.31,+27 50 47.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J130232.96+261013.2',13 02 33.04,+26 10 13.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J125314.74+275625.6',12 53 14.81,+27 56 25.6,6.0,6.0,,,0.0,D,,b''
b'2MASS J12564577+2751509',12 56 45.77,+27 51 50.9,6.0,6.0,190.0,160.0,5.0,B,I,b'2003yCat.2246....0C'
b'2MASS J13082516+2751435',13 08 25.17,+27 51 43.5,6.0,6.0,130.0,120.0,3.0,B,I,b'2003yCat.2246....0C'
b'2MASS J13081920+2803139',13 08 19.21,+28 03 13.9,6.0,6.0,150.0,120.0,89.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125358.73+271129.4',12 53 58.80,+27 11 29.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J130655.70+261618.3',13 06 55.78,+26 16 18.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J125642.71+263012.3',12 56 42.78,+26 30 12.3,6.0,6.0,,,0.0,D,,b''
b'2MASS J12553884+2750096',12 55 38.84,+27 50 09.6,6.0,6.0,140.0,120.0,89.0,B,I,b'2003yCat.2246....0C'
b'[VV98] J130710.8+280150',13 07 10.7187,+28 01 50.803,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J13021894+2801594',13 02 18.95,+28 01 59.4,6.0,6.0,330.0,300.0,99.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125249.13+280355.6',12 52 49.20,+28 03 55.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125906.57+273246.1',12 59 06.64,+27 32 46.0,6.0,6.0,,,0.0,D,,b''
b'2MASS J13051303+2740594',13 05 13.04,+27 40 59.4,6.0,6.0,220.0,210.0,43.0,B,I,b'2003yCat.2246....0C'
b'[VV96] J130820.4+282245',13 08 20.4012,+28 22 45.661,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'[VV2000] J130646.7+282355',13 06 46.7091,+28 23 54.532,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'[BBE90] 130736+282054',13 09 59.47,+28 04 57.2,6.0,6.0,,,0.0,D,,b''
b'OMHR J130843.53+264605.5',13 08 43.61,+26 46 05.4,6.0,6.0,,,0.0,D,,b''
b'GMP 5335',12 56 38.110,+27 13 04.05,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125858.43+281634.9',12 58 58.51,+28 16 34.9,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1125-06610495',12 54 11.515,+26 44 26.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'V* GO Com',12 56 37.107,+26 36 43.23,7.0,7.0,64.0,56.0,90.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1249.5+2694',12 51 54.2,+26 40 21,5.0,5.0,,,0.0,D,,b''
b'OMHR J130757.70+265312.0',13 07 57.78,+26 53 12.0,6.0,6.0,,,0.0,D,,b''
b'OMHR  68243',13 10 26.066,+27 44 58.19,7.0,7.0,69.0,67.0,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130638.70+262815.5',13 06 38.78,+26 28 15.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125940.07+261603.0',12 59 40.14,+26 16 02.9,6.0,6.0,,,0.0,D,,b''
b'2MASS J12584953+2645486',12 58 49.54,+26 45 48.7,6.0,6.0,160.0,140.0,86.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130651.58+261303.8',13 06 51.65,+26 13 03.8,6.0,6.0,,,0.0,D,,b''
b'[VV2010] J131036.0+263735',13 10 36.010,+26 37 34.78,7.0,7.0,56.0,48.0,90.0,C,O,b'2009yCat.2294....0A'
b'[BBE90] 130441+281354',13 07 05.35,+27 57 53.4,6.0,6.0,,,0.0,D,,b''
b'[VV96] J131036.1+281210',13 10 36.1,+28 12 10,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'OMHR J130230.48+265427.5',13 02 30.49,+26 54 27.4,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'2XMM J125629.6+271507',12 56 29.753,+27 15 06.59,7.0,7.0,77.0,65.0,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130918.36+270415.2',13 09 18.37,+27 04 15.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J125711.03+260722.5',12 57 11.10,+26 07 22.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J130227.55+281328.0',13 02 27.63,+28 13 27.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J130314.78+274221.3',13 03 14.85,+27 42 21.2,6.0,6.0,,,0.0,D,,b''
b'SDSS J130634.62+254548.6',13 06 34.622,+25 45 48.66,7.0,7.0,51.0,51.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J131027.56+272017.6',13 10 27.63,+27 20 17.6,6.0,6.0,,,0.0,D,,b''
b'7C 1258+2837',13 01 20.1238,+28 21 37.246,8.0,8.0,85.5999984741211,59.29999923706055,0.0,B,,b'2009A&A...505..385A'
b'OMHR J125354.11+274723.1',12 53 54.18,+27 47 23.1,6.0,6.0,,,0.0,D,,b''
b'[BBE90] 130449+280827',13 07 12.71,+27 52 27.1,6.0,6.0,,,0.0,D,,b''
b'[BBE90] 130631+275003',13 08 54.78,+27 34 04.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J130956.33+273859.8',13 09 56.40,+27 38 59.8,6.0,6.0,,,0.0,D,,b''
b'OMHR J125444.50+274014.9',12 54 44.56,+27 40 14.9,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J125354.43+273949.7',12 53 54.50,+27 39 49.6,6.0,6.0,,,0.0,D,,b''
b'NGC  4842',12 57 35.848,+27 29 35.85,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'OMHR J130325.52+260722.0',13 03 25.53,+26 07 22.4,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'2MASS J13002483+2628305',13 00 24.84,+26 28 30.6,6.0,6.0,210.0,180.0,3.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130158.16+262920.5',13 01 58.24,+26 29 20.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125610.98+280012.9',12 56 11.05,+28 00 12.8,6.0,6.0,,,0.0,D,,b''
b'[VV96] J125242.5+281247',12 52 42.494,+28 12 48.14,7.0,7.0,62.0,57.0,90.0,C,O,b'2009yCat.2294....0A'
b'[BBE90] 130416+280624',13 06 40.13,+27 50 23.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125230.14+275408.7',12 52 30.21,+27 54 08.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J125344.89+263754.6',12 53 45.01,+26 37 55.4,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'2MASS J13050229+2806012',13 05 02.30,+28 06 01.3,6.0,6.0,150.0,140.0,164.0,B,I,b'2003yCat.2246....0C'
b'[VV2000] J130346.0+263314',13 03 45.9730,+26 33 14.162,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'[VV98] J130744.6+275726',13 07 44.4763,+27 57 26.096,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'QSO B1246+270',12 49 21.1996,+26 44 46.911,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'OMHR J125809.20+275616.6',12 58 09.27,+27 56 16.5,6.0,6.0,,,0.0,D,,b''
b'2MASS J13095162+2642014',13 09 51.63,+26 42 01.4,6.0,6.0,100.0,80.0,91.0,B,I,b'2003yCat.2246....0C'
b'2XMM J125831.7+275330',12 58 31.743,+27 53 30.25,7.0,7.0,65.0,58.0,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130746.23+264534.9',13 07 46.31,+26 45 34.8,6.0,6.0,,,0.0,D,,b''
b'US   59',12 57 51.826,+26 36 21.45,7.0,7.0,,,0.0,C,O,b'2013ApJS..204....5K'
b'OMHR J130117.71+270730.7',13 01 17.78,+27 07 30.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J130608.40+263709.5',13 06 08.48,+26 37 09.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125446.28+280823.5',12 54 46.35,+28 08 23.5,6.0,6.0,,,0.0,D,,b''
b'US   26',12 56 23.66,+27 28 38.6,6.0,6.0,100.0,80.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130210.55+272721.8',13 02 10.62,+27 27 21.8,6.0,6.0,,,0.0,D,,b''
b'HZ 39',13 04 48.627,+28 07 29.31,7.0,7.0,13.0,13.0,90.0,B,O,b'2003yCat.1289....0Z'
b'[BBE90] 130501+280428',13 07 24.72,+27 48 27.8,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1125-06607860',12 53 32.071,+27 22 25.02,7.0,7.0,76.0,65.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130132.61+275018.4',13 01 32.69,+27 50 18.4,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1125-06613558',12 54 59.242,+26 45 57.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130428.93+275756.6',13 04 29.01,+27 57 56.6,6.0,6.0,,,0.0,D,,b''
b'HZ 47',12 59 26.03,+27 21 22.8,6.0,6.0,130.0,110.0,1.0,B,I,b'2003yCat.2246....0C'
b'[BBE90] 130624+275015',13 08 48.15,+27 34 16.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J125408.72+263353.0',12 54 08.79,+26 33 52.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J125909.59+272917.5',12 59 09.60,+27 29 17.3,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J130819.57+263727.2',13 08 19.65,+26 37 27.1,6.0,6.0,,,0.0,D,,b''
b'2XMM J125702.9+273801',12 57 02.913,+27 38 01.16,7.0,7.0,75.0,62.0,0.0,C,O,b'2009yCat.2294....0A'
b'CAIRNS J130658.00+280336.1',13 06 58.01,+28 03 36.1,6.0,6.0,750.0,750.0,90.0,D,,b'1990MNRAS.247..182B'
b'QSO B1305+283',13 07 56.1,+28 03 24,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'2MASS J13091692+2616588',13 09 16.92,+26 16 58.9,6.0,6.0,150.0,150.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125628.85+261124.3',12 56 28.93,+26 11 24.2,6.0,6.0,,,0.0,D,,b''
b'2MASS J13031204+2734012',13 03 12.05,+27 34 01.3,6.0,6.0,280.0,240.0,16.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125513.00+260702.8',12 55 13.09,+26 07 03.8,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J130236.18+274416.6',13 02 36.25,+27 44 16.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130854.73+273405.5',13 08 54.81,+27 34 05.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125532.62+282751.4',12 55 32.69,+28 27 51.4,6.0,6.0,,,0.0,D,,b''
b'2MASS J13064232+2743107',13 06 42.32,+27 43 10.7,6.0,6.0,180.0,170.0,59.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130938.36+273128.0',13 09 38.43,+27 31 28.0,6.0,6.0,,,0.0,D,,b''
b'[HHM2010] 194.82059+27.22982',12 59 16.945,+27 13 47.30,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125319.36+273743.4',12 53 19.43,+27 37 43.3,6.0,6.0,,,0.0,D,,b''
b'7C 1306+2724',13 08 56.820,+27 08 11.55,7.0,7.0,70.0,58.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125913.86+280423.1',12 59 13.93,+28 04 23.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J125340.08+271500.7',12 53 40.15,+27 15 00.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J130306.95+261031.3',13 03 07.03,+26 10 31.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J130303.58+274831.1',13 03 03.58,+27 48 31.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1995A&AS..111..169M'
b'OMHR J125316.03+280536.1',12 53 16.10,+28 05 36.1,6.0,6.0,,,0.0,D,,b''
b'2MASS J13043890+2630590',13 04 38.91,+26 30 59.1,6.0,6.0,330.0,310.0,103.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130418.35+261252.1',13 04 18.42,+26 12 52.1,6.0,6.0,,,0.0,D,,b''
b'[W85] 115',13 10 29,+28 23.0,4.0,4.0,,,0.0,E,,b''
b'2MASS J13030024+2722099',13 03 00.25,+27 22 09.9,6.0,6.0,100.0,90.0,95.0,B,I,b'2003yCat.2246....0C'
b'QSO J1250+2631',12 50 05.726,+26 31 07.51,7.0,7.0,140.0,70.0,90.0,B,N,b'2003yCat.2246....0C'
b'2MASS J13084317+2803518',13 08 43.18,+28 03 51.8,6.0,6.0,420.0,350.0,92.0,B,I,b'2003yCat.2246....0C'
b'2MASS J12564818+2759178',12 56 48.19,+27 59 17.9,6.0,6.0,270.0,230.0,105.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130825.81+282458.0',13 08 25.88,+28 24 58.0,6.0,6.0,,,0.0,D,,b''
b'2MASS J12582337+2710455',12 58 23.380,+27 10 45.53,7.0,7.0,240.0,230.0,1.0,B,I,b'2003yCat.2246....0C'
b'OMHR  88340',13 07 03.051,+28 22 13.29,7.0,7.0,56.0,48.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130401.76+263928.3',13 04 01.83,+26 39 28.2,6.0,6.0,,,0.0,D,,b''
b'CAIRNS J130841.20+281659.2',13 08 41.20,+28 16 59.2,6.0,6.0,750.0,750.0,90.0,D,,b'1990MNRAS.247..182B'
b'OMHR J125604.41+265739.3',12 56 04.49,+26 57 39.2,6.0,6.0,,,0.0,D,,b''
b'OMHR  68786',13 10 13.2,+26 55 45,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'OMHR J125429.92+270003.9',12 54 29.808,+27 00 03.84,7.0,7.0,58.0,54.0,90.0,C,O,b'2009yCat.2294....0A'
b'2MASS J12494499+2659365',12 49 44.99,+26 59 36.5,6.0,6.0,320.0,310.0,53.0,B,I,b'2003yCat.2246....0C'
b'[BBE90] 130626+281138',13 08 49.80,+27 55 40.0,6.0,6.0,,,0.0,D,,b''
b'OMHR J125321.35+263251.0',12 53 21.42,+26 32 50.9,6.0,6.0,,,0.0,D,,b''
b'[CSC85] 1246.8+2689',12 49 12.7,+26 36 58,5.0,5.0,,,0.0,D,,b''
b'OMHR J125750.28+274425.3',12 57 50.35,+27 44 25.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J125525.81+260244.8',12 55 25.88,+26 02 44.7,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1125-06601474',12 51 46.498,+26 42 12.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J125630.51+271142.4',12 56 30.58,+27 11 42.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J130204.36+265552.8',13 02 04.43,+26 55 52.8,6.0,6.0,,,0.0,D,,b''
b'[VV96] J125159.1+265356',12 51 59.3,+26 53 51,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'2XMMi J125354.4+262434',12 53 54.529,+26 24 36.11,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'OMHR J130951.93+281300.9',13 09 52.00,+28 13 00.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J130040.65+275258.8',13 00 40.64,+27 52 58.6,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J125503.21+263049.7',12 55 03.29,+26 30 50.5,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR 104642',13 04 13.101,+26 18 42.43,7.0,7.0,66.0,62.0,90.0,C,O,b'2009yCat.2294....0A'
b'2MASS J12590712+2709512',12 59 07.13,+27 09 51.2,6.0,6.0,110.0,110.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125332.17+272224.3',12 53 32.28,+27 22 24.5,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J125757.15+282340.8',12 57 57.22,+28 23 40.8,6.0,6.0,,,0.0,D,,b''
b'[BBE90] 130544+281955',13 08 08.08,+28 03 56.3,6.0,6.0,,,0.0,D,,b''
b'2MASS J13093195+2723033',13 09 31.95,+27 23 03.3,6.0,6.0,180.0,160.0,81.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130917.85+274840.2',13 09 17.94,+27 48 39.9,6.0,6.0,,,0.0,D,,b''
b'2MASS J13074625+2815144',13 07 46.257,+28 15 14.48,7.0,7.0,350.0,290.0,0.0,B,I,b'2003yCat.2246....0C'
b'CAIRNS J130916.95+275810.6',13 09 16.95,+27 58 10.6,6.0,6.0,750.0,750.0,90.0,D,,b'1990MNRAS.247..182B'
b'OMHR J125617.28+272408.0',12 56 17.35,+27 24 07.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J130723.79+265434.5',13 07 23.87,+26 54 34.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125339.40+282600.2',12 53 39.47,+28 26 00.2,6.0,6.0,,,0.0,D,,b''
b'2MASS J13065266+2757002',13 06 52.67,+27 57 00.3,6.0,6.0,180.0,150.0,81.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130757.78+262305.4',13 07 57.86,+26 23 05.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J125245.15+280451.1',12 52 45.23,+28 04 51.1,6.0,6.0,,,0.0,D,,b''
b'[BBE90] 130402+281331',13 06 26.39,+27 57 30.0,6.0,6.0,,,0.0,D,,b''
b'KUV 13036+2707',13 05 59.642,+26 50 36.95,7.0,7.0,148.0,141.0,122.0,B,O,b'2000A&A...355L..27H'
b'OMHR J130028.50+260547.3',13 00 28.53,+26 05 48.2,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'[VV98] J130734.8+290651',13 07 35.1276,+28 06 51.702,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J13004522+2742282',13 00 45.22,+27 42 28.3,6.0,6.0,140.0,110.0,3.0,B,I,b'2003yCat.2246....0C'
b'[BBE90] 130805+282431',13 10 28.65,+28 08 35.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J125758.85+260422.1',12 57 58.92,+26 04 22.0,6.0,6.0,,,0.0,D,,b''
b'2MASS J13030729+2617141',13 03 07.29,+26 17 14.1,6.0,6.0,210.0,190.0,3.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125313.57+282502.6',12 53 13.64,+28 25 02.5,6.0,6.0,,,0.0,D,,b''
b'2MASS J12555303+2724053',12 55 53.04,+27 24 05.4,6.0,6.0,170.0,160.0,101.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130632.02+272216.1',13 06 32.09,+27 22 16.1,6.0,6.0,,,0.0,D,,b''
b'[VV98] J130657.1+275539',13 06 57.1,+27 55 39,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'OMHR J130231.71+270134.3',13 02 31.78,+27 01 34.3,6.0,6.0,,,0.0,D,,b''
b'2MASS J13063801+2620592',13 06 38.01,+26 20 59.3,6.0,6.0,110.0,60.0,0.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125956.35+272939.1',12 59 56.43,+27 29 39.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J130345.63+282652.3',13 03 45.70,+28 26 52.2,6.0,6.0,,,0.0,D,,b''
b'OMHR J125535.99+262631.1',12 55 36.06,+26 26 31.0,6.0,6.0,,,0.0,D,,b''
b'OMHR J130535.97+262343.8',13 05 36.04,+26 23 43.7,6.0,6.0,,,0.0,D,,b''
b'2MASS J12554023+2738460',12 55 40.23,+27 38 46.0,6.0,6.0,210.0,210.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130308.27+264027.6',13 03 08.34,+26 40 27.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130926.74+262724.3',13 09 26.81,+26 27 24.2,6.0,6.0,,,0.0,D,,b''
b'OMHR J130208.27+314044.9',13 02 08.34,+31 40 44.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J125338.90+314004.8',12 53 38.97,+31 40 04.8,6.0,6.0,,,0.0,D,,b''
b'OMHR J125942.60+315730.5',12 59 42.67,+31 57 30.4,6.0,6.0,,,0.0,D,,b''
b'2MASS J13024367+3153063',13 02 43.67,+31 53 06.3,6.0,6.0,80.0,80.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125803.42+314051.7',12 58 03.49,+31 40 51.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130935.21+314815.4',13 09 35.28,+31 48 15.4,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07017263',13 07 15.192,+33 40 32.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR  75119',13 09 05.389,+31 34 12.86,7.0,7.0,58.0,50.0,90.0,C,O,b'2009yCat.2294....0A'
b'US  358',13 10 00.734,+31 51 40.94,7.0,7.0,117.0,114.0,0.0,B,O,b'2012yCat.1322....0Z'
b'OMHR J125241.62+315449.5',12 52 41.69,+31 54 49.4,6.0,6.0,,,0.0,D,,b''
b'OMHR  74840',13 08 56.490,+32 00 59.59,7.0,7.0,55.0,54.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125358.09+320853.4',12 53 58.16,+32 08 53.4,6.0,6.0,,,0.0,D,,b''
b'LB  7408',12 55 44.42,+31 51 20.8,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'USNO-A2.0 1200-07002872',13 03 14.830,+32 22 58.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1200-07011980',13 05 48.468,+31 40 53.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR 126624',13 00 39.106,+31 31 47.70,7.0,7.0,58.0,54.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125227.95+320005.2',12 52 28.02,+32 00 05.2,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07018759',13 07 39.984,+33 39 35.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J125532.29+315324.1',12 55 32.36,+31 53 24.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J125216.93+313717.8',12 52 17.00,+31 37 17.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J130130.54+314515.3',13 01 30.62,+31 45 15.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J125818.02+314421.8',12 58 18.10,+31 44 21.8,6.0,6.0,,,0.0,D,,b''
b'2MASS J13034128+3202107',13 03 41.287,+32 02 10.79,7.0,7.0,210.0,200.0,0.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125239.65+314440.1',12 52 39.72,+31 44 40.1,6.0,6.0,,,0.0,D,,b''
b'2MASX J13015482+3205490',13 01 54.822,+32 05 49.02,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'USNO-A2.0 1200-07032716',13 11 37.529,+33 10 47.53,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1200-06994447',13 00 52.198,+33 18 03.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130904.89+315410.4',13 09 04.97,+31 54 10.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125439.18+314123.5',12 54 39.26,+31 41 23.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125433.52+313314.5',12 54 33.59,+31 33 14.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125509.98+314623.9',12 55 10.05,+31 46 23.9,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07005397',13 03 58.195,+33 28 08.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2688026705556148047',13 03 30.663,+32 07 29.01,7.0,7.0,57.0,50.0,90.0,C,O,b'2009yCat.2294....0A'
b'2XMM J131119.3+313921',13 11 19.384,+31 39 19.93,7.0,7.0,54.0,48.0,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130811.24+313518.7',13 08 11.31,+31 35 18.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J125803.02+320101.6',12 58 03.09,+32 01 01.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125447.22+313708.7',12 54 47.29,+31 37 08.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J125335.15+315418.2',12 53 35.23,+31 54 18.2,6.0,6.0,,,0.0,D,,b''
b'OMHR J125933.00+313248.9',12 59 33.07,+31 32 48.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J130114.92+320715.5',13 01 14.99,+32 07 15.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J130512.13+320132.0',13 05 12.20,+32 01 32.0,6.0,6.0,,,0.0,D,,b''
b'OMHR J125519.88+320454.5',12 55 19.95,+32 04 54.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J131023.61+321208.3',13 10 23.68,+32 12 08.3,6.0,6.0,,,0.0,D,,b''
b'FIRST J125451.0+313631',12 54 51.093,+31 36 30.78,7.0,7.0,59.0,58.0,0.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125951.13+315306.3',12 59 51.20,+31 53 06.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J125819.56+315829.9',12 58 19.64,+31 58 29.8,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07018218',13 07 30.931,+32 02 44.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130853.73+320631.8',13 08 53.73,+32 06 31.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
