MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE
b'USNO-A2.0 0900-07652380',14 21 03.934,+03 48 51.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07611282',14 13 03.360,+03 13 56.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07698534',14 30 00.322,+03 24 09.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07698086',14 29 55.615,+03 10 44.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07637221',14 18 15.266,+03 16 47.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07644009',14 19 27.574,+03 02 09.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2429483229253740012',14 15 34.440,+03 59 46.03,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07657590',14 22 05.314,+04 25 43.25,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07649888',14 20 33.804,+04 26 40.67,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07694152',14 29 13.411,+04 06 41.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07687219',14 27 55.325,+03 27 13.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07641372',14 18 59.789,+03 40 26.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07653731',14 21 19.416,+04 10 53.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07696686',14 29 40.022,+04 04 09.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B1407+022',14 10 04.6560,+02 03 06.913,8.0,8.0,0.3400000035762787,0.3199999928474426,0.0,B,R,b'2005AJ....129.1163P'
b'USNO-A2.0 0900-07647859',14 20 07.879,+02 43 55.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2429377676137467627',14 17 46.469,+04 20 34.94,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0900-07680140',14 26 31.690,+02 36 42.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07650958',14 20 46.834,+02 23 03.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2429377676137464834',14 19 24.137,+04 05 59.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07660719',14 22 42.732,+02 59 40.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07611259',14 13 03.034,+03 24 37.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07650253',14 20 38.628,+03 25 27.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07609577',14 12 43.702,+03 54 08.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07677863',14 26 04.476,+03 28 16.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07691950',14 28 49.250,+04 07 29.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07684725',14 27 26.388,+03 29 39.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07657084',14 21 59.155,+02 42 23.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07656785',14 21 55.610,+02 32 28.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07660150',14 22 35.952,+03 14 06.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07669323',14 24 26.160,+02 30 10.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14263176+0320333',14 26 31.77,+03 20 33.3,6.0,6.0,170.0,160.0,82.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0900-07697946',14 29 54.022,+03 46 23.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07431843',14 17 03.809,+07 32 16.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J141114.21+080642.8',14 11 14.214,+08 06 42.78,7.0,7.0,37.0,33.0,90.0,C,O,b'2012ApJS..203...21A'
b'2MASS J14204672+0827222',14 20 46.728,+08 27 22.26,7.0,7.0,180.0,140.0,97.0,B,N,b'2003yCat.2246....0C'
b'GALEX 2657873668611245924',14 27 05.364,+09 18 37.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2E 1427.4+1034',14 29 54.243,+10 20 56.37,7.0,7.0,10.0,10.0,90.0,C,O,b'2013yCat.5139....0A'
b'SDSS J142331.20+075447.0',14 23 31.205,+07 54 47.08,7.0,7.0,120.0,113.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07490295',14 28 38.095,+10 02 52.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658014388919731453',14 17 21.274,+07 30 50.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[MHW2009] J141123.0+080042',14 11 23.074,+08 00 42.38,7.0,7.0,56.0,54.0,90.0,C,O,b'2008ApJS..175..297A'
b'USNO-A2.0 0975-07454934',14 21 31.212,+07 31 28.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07461853',14 22 57.648,+07 31 22.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07417879',14 14 02.738,+07 54 58.36,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658014388919732727',14 14 03.822,+07 42 20.32,7.0,7.0,54.0,50.0,86.0,C,O,b'2009yCat.2294....0A'
b'2MASS J14212969+0938328',14 21 29.69,+09 38 32.9,6.0,6.0,210.0,170.0,1.0,B,I,b'2003yCat.2246....0C'
b'SDSS J142337.98+084622.9',14 23 37.989,+08 46 22.92,7.0,7.0,48.0,48.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07481465',14 26 56.453,+09 47 53.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J141901.95+074350.8',14 19 01.954,+07 43 50.89,7.0,7.0,105.0,101.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07482570',14 27 09.266,+10 20 30.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14201493+0801157',14 20 14.935,+08 01 15.80,7.0,7.0,200.0,180.0,15.0,B,N,b'2003yCat.2246....0C'
b'2MASS J14174477+0747483',14 17 44.772,+07 47 48.35,7.0,7.0,90.0,80.0,86.0,B,N,b'2003yCat.2246....0C'
b'SDSS J141441.06+083852.2',14 14 41.069,+08 38 52.27,7.0,7.0,10.0,10.0,90.0,C,O,b'2013yCat.5139....0A'
b'USNO-A2.0 0975-07417023',14 13 51.533,+07 42 46.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07428077',14 16 15.581,+08 24 38.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14174708+1006528',14 17 47.087,+10 06 52.86,7.0,7.0,150.0,130.0,4.0,B,N,b'2003yCat.2246....0C'
b'2MASS J14244234+1013228',14 24 42.35,+10 13 22.9,6.0,6.0,250.0,230.0,17.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07417943',14 14 03.492,+08 18 03.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14112845+0929034',14 11 28.454,+09 29 03.45,7.0,7.0,230.0,180.0,80.0,B,N,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07455268',14 21 35.434,+07 39 25.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2657873672906213399',14 28 26.830,+08 30 40.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07427077',14 16 03.146,+08 16 17.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07495147',14 29 33.660,+08 25 11.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07419714',14 14 26.083,+07 36 30.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14175860+0916097',14 17 58.608,+09 16 09.71,7.0,7.0,170.0,140.0,4.0,B,N,b'2003yCat.2246....0C'
b'2MASS J14160696+0819555',14 16 06.967,+08 19 55.53,7.0,7.0,250.0,220.0,163.0,B,N,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07419801',14 14 27.017,+08 17 20.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07488694',14 28 20.167,+08 30 15.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07479617',14 26 34.656,+07 38 13.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14280376+0955432',14 28 03.766,+09 55 43.30,7.0,7.0,150.0,130.0,91.0,B,N,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07491246',14 28 49.109,+08 33 33.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07491574',14 28 52.944,+09 32 52.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07416718',14 13 47.794,+07 53 30.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07474141',14 25 28.483,+10 12 45.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07430742',14 16 49.457,+08 15 36.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14220935+0902439',14 22 09.351,+09 02 43.95,7.0,7.0,70.0,70.0,73.0,B,N,b'2003yCat.2246....0C'
b'GALEX 2657873668611245433',14 28 03.852,+09 13 18.81,7.0,7.0,60.0,57.0,104.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07416858',14 13 49.524,+07 55 53.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07476509',14 25 56.470,+07 38 01.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14181585+1017034',14 18 15.851,+10 17 03.42,7.0,7.0,210.0,180.0,11.0,B,N,b'2003yCat.2246....0C'
b'GALEX 2658014388919735899',14 17 10.162,+08 14 51.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14154878+0903546',14 15 48.782,+09 03 54.63,7.0,7.0,290.0,230.0,6.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07494227',14 29 23.066,+08 09 53.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07472684',14 25 10.759,+10 22 46.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658014388919736018',14 14 43.565,+08 16 57.07,7.0,7.0,61.0,56.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07416536',14 13 45.314,+08 12 27.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J14245652+1014514',14 24 56.53,+10 14 51.5,6.0,6.0,300.0,300.0,90.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07496442',14 29 49.212,+09 40 46.63,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J141253.29+101717.0',14 12 53.292,+10 17 17.08,7.0,7.0,51.0,51.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07415674',14 13 33.823,+08 10 57.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07497760',14 30 04.229,+08 26 16.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07431947',14 17 04.961,+07 39 27.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07484806',14 27 35.326,+10 25 39.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07476723',14 25 59.184,+09 19 18.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07415553',14 13 31.958,+08 00 19.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658014388919732015',14 13 48.820,+07 36 25.49,7.0,7.0,55.0,49.0,90.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2658014388919735572',14 16 24.058,+08 11 23.72,7.0,7.0,61.0,58.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2657873668611247690',14 27 23.751,+09 33 49.78,7.0,7.0,56.0,49.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07479504',14 26 33.173,+07 38 24.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV2010c] J142608.6+100423',14 26 08.579,+10 04 23.09,7.0,7.0,50.0,46.0,110.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07494515',14 29 26.453,+09 33 51.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658014388919733960',14 14 02.541,+07 54 32.28,7.0,7.0,56.0,46.0,90.0,C,O,b'2009yCat.2294....0A'
b'2MASS J14123747+0744258',14 12 37.473,+07 44 25.85,7.0,7.0,250.0,230.0,47.0,B,N,b'2003yCat.2246....0C'
b'USNO-A2.0 0975-07449834',14 20 27.240,+07 30 26.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658014388919733376',14 14 36.007,+07 48 48.69,7.0,7.0,56.0,46.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-07415435',14 13 30.694,+07 36 23.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-07477771',14 26 11.789,+10 14 20.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASX J14190832+0754499',14 19 08.328,+07 54 49.91,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'USNO-A2.0 0975-07435423',14 17 48.346,+07 51 02.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J141341+150939',14 13 41.6589,+15 09 39.524,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P'
b'QSO B1423+146',14 25 49.0184,+14 24 56.921,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P'
b'SDSS J141042.40+155334.9',14 10 42.409,+15 53 34.95,7.0,7.0,135.0,125.0,0.0,C,O,b'2009yCat.2294....0A'
b'NVSS J141154+213424',14 11 54.8622,+21 34 23.437,9.0,9.0,0.6100000143051147,0.02199999988079071,0.0,A,R,b'2004AJ....127.3587F'
b'SDSS J142305.22+205407.7',14 23 05.229,+20 54 07.70,7.0,7.0,139.0,120.0,0.0,C,O,b'2009yCat.2294....0A'
b'SDSS J141332.54+204357.1',14 13 32.546,+20 43 57.11,7.0,7.0,79.0,61.0,0.0,C,O,b'2009yCat.2294....0A'
b'NVSS J140919+213919',14 09 19.018,+21 39 14.84,7.0,7.0,163.0,123.0,0.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1408.3+2671',14 10 35.4,+26 28 27,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1408.9+2671',14 11 09.6,+26 28 42,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1408.4+2672',14 10 40.5,+26 28 49,5.0,5.0,,,0.0,D,,b''
b'7C 1427+2621',14 29 50.9131,+26 07 50.315,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P'
b'[CSC85] 1409.2+2667',14 11 25.8,+26 26 19,5.0,5.0,,,0.0,D,,b''
b'SDSS J141128.23+270405.6',14 11 28.236,+27 04 05.62,7.0,7.0,53.0,49.0,0.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1407.7+2633',14 09 56.9,+26 05 43,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1408.4+2689',14 10 36.9,+26 39 04,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1408.0+2626',14 10 14.1,+26 01 32,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1407.7+2619',14 09 57.6,+25 57 02,5.0,5.0,,,0.0,D,,b''
b'2E  3273',14 27 35.6003,+26 32 14.646,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'QSO J1416+2649',14 16 17.3732,+26 49 06.240,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2XMM J140903.5+262559',14 09 03.553,+26 25 59.12,7.0,7.0,55.0,54.0,0.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1406.9+2642',14 09 08.4,+26 11 05,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1407.1+2647',14 09 21.4,+26 14 12,5.0,5.0,,,0.0,D,,b''
b'QSO B1408+269',14 10 18.4,+26 43 40,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'2XMM J141012.3+261453',14 10 12.436,+26 14 53.43,7.0,7.0,61.0,58.0,0.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1407.5+2669',14 09 48.9,+26 27 04,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1408.8+2624',14 11 03.0,+26 00 10,5.0,5.0,,,0.0,D,,b''
b'SDSS J141920.36+261826.6',14 19 20.368,+26 18 26.60,7.0,7.0,58.0,53.0,0.0,C,O,b'2009yCat.2294....0A'
b'QSO B1407+264',14 09 49.042,+26 13 47.31,7.0,7.0,56.0,49.0,0.0,C,O,b'2009yCat.2294....0A'
b'2XMM J140906.2+262009',14 09 06.180,+26 20 09.91,7.0,7.0,58.0,57.0,0.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1408.3+2672',14 10 34.7,+26 28 54,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1407.6+2637',14 09 53.2,+26 08 01,5.0,5.0,,,0.0,D,,b''
b'[VV98] J142114.0+282453',14 21 14.0556,+28 24 52.786,10.0,10.0,3.319999933242798,2.2799999713897705,0.0,A,R,b'2013AJ....146....5P'
b'[CSC85] 1408.4+2678',14 10 41.5,+26 32 46,5.0,5.0,,,0.0,D,,b''
b'[VV2000] J142853.0+271042',14 28 52.8096,+27 10 42.340,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J14302077+2548084',14 30 20.78,+25 48 08.4,6.0,6.0,260.0,250.0,4.0,B,I,b'2003yCat.2246....0C'
b'2XMM J140858.3+261239',14 08 58.346,+26 12 38.98,7.0,7.0,55.0,48.0,0.0,C,O,b'2009yCat.2294....0A'
b'[CSC85] 1408.5+2643',14 10 47.5,+26 11 43,5.0,5.0,,,0.0,D,,b''
b'LEDA 3096358',14 27 02.2,+27 01 22,5.0,5.0,,,0.0,C,R,b'2010A&A...518A..10V'
b'MCG+05-34-020',14 19 21.764,+26 18 16.03,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'[CSC85] 1409.2+2674',14 11 30.6,+26 30 32,5.0,5.0,,,0.0,D,,b''
b'QSO J1409+2618',14 09 23.8979,+26 18 21.043,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'SDSS J141022.27+264925.3',14 10 22.277,+26 49 25.35,7.0,7.0,56.0,55.0,0.0,C,O,b'2009yCat.2294....0A'
b'IC 4397',14 17 58.689,+26 24 45.45,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'QSO B1408+262',14 10 33.1,+26 01 25,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'[CSC85] 1408.1+2659',14 10 21.9,+26 21 29,5.0,5.0,,,0.0,D,,b''
b'[CSC85] 1408.0+2660',14 10 13.2,+26 22 04,5.0,5.0,,,0.0,D,,b''
b'QSO J1427+2709',14 27 03.6115,+27 09 40.262,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'[CSC85] 1407.1+2658',14 09 24.0,+26 20 27,5.0,5.0,,,0.0,D,,b''
b'QSO B1408+266',14 10 57.575,+26 25 02.54,7.0,7.0,56.0,53.0,90.0,C,O,b'2009yCat.2294....0A'
b'2XMM J140946.8+260732',14 09 46.951,+26 07 32.75,7.0,7.0,57.0,50.0,0.0,C,O,b'2009yCat.2294....0A'
b'2MASS J14121839+2531492',14 12 18.39,+25 31 49.3,6.0,6.0,290.0,250.0,6.0,B,I,b'2003yCat.2246....0C'
b'QORG J142618.6+261452',14 26 18.6,+26 14 52,5.0,5.0,,,0.0,D,,b'2004A&A...427..387F'
b'[VV2000] J142013.1+253404',14 20 13.0176,+25 34 03.834,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J14093538+2606212',14 09 35.39,+26 06 21.3,6.0,6.0,250.0,230.0,109.0,B,I,b'2003yCat.2246....0C'
b'[CSC85] 1408.9+2648',14 11 07.3,+26 14 41,5.0,5.0,,,0.0,D,,b''
b'2E  3200',14 10 25.018,+26 03 32.13,7.0,7.0,70.0,60.0,86.0,B,N,b'2003yCat.2246....0C'
b'IC 4405',14 19 16.560,+26 17 55.02,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'QSO B1407+268',14 09 31.5,+26 36 27,5.0,5.0,,,0.0,D,O,b'2013PASA...30....4F'
b'QSO B1420+326',14 22 30.3789,+32 23 10.440,9.0,9.0,0.3799999952316284,0.2800000011920929,0.0,B,R,b'2011AJ....142...89P'
b'2MASS J14214209+3319353',14 21 42.10,+33 19 35.4,6.0,6.0,310.0,190.0,89.0,B,I,b'2003yCat.2246....0C'
b'GUVV J142808.4+320624.6',14 28 08.471,+32 06 24.70,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'NDWFS J142654.3+323210',14 26 54.30,+32 32 10.7,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J142605.0+324000',14 26 05.09,+32 40 00.7,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J142605.6+323150',14 26 05.67,+32 31 50.9,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'CXOXB J143128.2+330702',14 31 28.241,+33 07 02.56,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'NDWFS J143119.5+322643',14 31 19.59,+32 26 43.6,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J142622.4+323741',14 26 22.44,+32 37 41.7,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'[VV2000] J143038.2+315917',14 30 38.2656,+31 59 17.465,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'QSO B1421+331',14 23 26.0549,+32 52 20.360,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'3FGL J1426.2+3402',14 26 07.7162,+34 04 26.324,10.0,10.0,2.7100000381469727,2.259999990463257,0.0,A,R,b'2013AJ....146....5P'
b'SDSS J142337.63+341052.9',14 23 37.634,+34 10 52.97,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'NDWFS J143106.0+323011',14 31 06.04,+32 30 11.3,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'SDSS J141836.54+330401.5',14 18 36.541,+33 04 01.50,7.0,7.0,40.0,37.0,0.0,C,O,b'2012ApJS..203...21A'
b'NVSS J143117+321831',14 31 17.650,+32 18 30.68,7.0,7.0,320.0,280.0,2.0,B,I,b'2003yCat.2246....0C'
b'NDWFS J142540.4+324304',14 25 40.46,+32 43 04.8,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J143152.3+325450',14 31 52.32,+32 54 50.2,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J142657.3+323819',14 26 57.39,+32 38 19.0,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J142636.9+324903',14 26 36.96,+32 49 03.8,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'NDWFS J142512.0+321941',14 25 12.03,+32 19 41.8,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'2MASSI J1419167+320302',14 19 16.7007,+32 03 02.860,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'NDWFS J142628.7+324140',14 26 28.76,+32 41 40.9,6.0,6.0,,,0.0,C,O,b'2010ApJ...710.1498G'
b'Mrk  471',14 22 55.386,+32 51 02.06,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'[VV2000] J143157.9+341650',14 31 57.9369,+34 16 50.184,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J14294041+3258010',14 29 40.410,+32 58 01.05,7.0,7.0,400.0,320.0,90.0,B,I,b'2003yCat.2246....0C'
b'2MASS J14152285+3333063',14 15 22.854,+33 33 06.40,7.0,7.0,110.0,90.0,90.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1275-08440954',14 25 20.683,+38 32 38.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08415712',14 18 54.859,+40 00 10.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08385797',14 09 51.338,+38 56 57.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'7C 142405.79+403757.00',14 26 06.1867,+40 24 32.088,8.0,8.0,45.400001525878906,33.599998474121094,90.0,B,,b'2009A&A...505..385A'
b'6C 142922+400626',14 31 20.5383,+39 52 41.529,9.0,9.0,0.46000000834465027,0.36000001430511475,0.0,B,R,b'2011AJ....142...89P'
b'USNO-A2.0 1275-08376587',14 07 05.822,+40 03 14.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'FIRST J140729.5+372836',14 07 29.520,+37 28 36.54,7.0,7.0,118.0,110.0,0.0,C,O,b'2009yCat.2294....0A'
b'LEDA 3096361',14 32 36.3,+37 52 50,5.0,5.0,,,0.0,C,R,b'2010A&A...518A..10V'
b'USNO-A2.0 1275-08428777',14 22 07.267,+40 25 48.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08398695',14 13 48.595,+38 01 10.63,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08412085',14 17 52.531,+37 55 21.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08381144',14 08 27.590,+39 27 44.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08413591',14 18 18.041,+37 40 31.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08431000',14 22 41.182,+40 25 38.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
