MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Filename,QuasarProbability
b'[HHM2010] 194.82059+27.22982',12 59 16.945,+27 13 47.30,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_2992.jpg,4.59738184872549e-05
b'OMHR J125319.36+273743.4',12 53 19.43,+27 37 43.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_2993.jpg,1.1535440571502908e-12
b'7C 1306+2724',13 08 56.820,+27 08 11.55,7.0,7.0,70.0,58.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_2994.jpg,0.9111606478691101
b'OMHR J125913.86+280423.1',12 59 13.93,+28 04 23.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_2995.jpg,4.366621851659147e-06
b'OMHR J125340.08+271500.7',12 53 40.15,+27 15 00.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_2996.jpg,4.0086537604969164e-13
b'OMHR J130306.95+261031.3',13 03 07.03,+26 10 31.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_2997.jpg,5.666850452432093e-13
b'OMHR J130303.58+274831.1',13 03 03.58,+27 48 31.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1995A&AS..111..169M',./Images/QuasarCandidate_2998.jpg,0.00012495815462898463
b'OMHR J125316.03+280536.1',12 53 16.10,+28 05 36.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_2999.jpg,1.498766943885954e-10
b'2MASS J13043890+2630590',13 04 38.91,+26 30 59.1,6.0,6.0,330.0,310.0,103.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3000.jpg,0.9473592042922974
b'OMHR J130418.35+261252.1',13 04 18.42,+26 12 52.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3001.jpg,2.57747992328701e-14
b'[W85] 115',13 10 29,+28 23.0,4.0,4.0,,,0.0,E,,b'',./Images/QuasarCandidate_3002.jpg,0.0003761047264561057
b'2MASS J13030024+2722099',13 03 00.25,+27 22 09.9,6.0,6.0,100.0,90.0,95.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3003.jpg,0.04150202497839928
b'QSO J1250+2631',12 50 05.726,+26 31 07.51,7.0,7.0,140.0,70.0,90.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_3004.jpg,0.05165531113743782
b'2MASS J13084317+2803518',13 08 43.18,+28 03 51.8,6.0,6.0,420.0,350.0,92.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3005.jpg,0.01928209885954857
b'2MASS J12564818+2759178',12 56 48.19,+27 59 17.9,6.0,6.0,270.0,230.0,105.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3006.jpg,0.017543716356158257
b'OMHR J130825.81+282458.0',13 08 25.88,+28 24 58.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3007.jpg,1.235897343576653e-06
b'2MASS J12582337+2710455',12 58 23.380,+27 10 45.53,7.0,7.0,240.0,230.0,1.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3008.jpg,0.015162338502705097
b'OMHR  88340',13 07 03.051,+28 22 13.29,7.0,7.0,56.0,48.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3009.jpg,0.9189229607582092
b'OMHR J130401.76+263928.3',13 04 01.83,+26 39 28.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3010.jpg,3.225848104193574e-07
b'CAIRNS J130841.20+281659.2',13 08 41.20,+28 16 59.2,6.0,6.0,750.0,750.0,90.0,D,,b'1990MNRAS.247..182B',./Images/QuasarCandidate_3011.jpg,6.353679054882377e-05
b'OMHR J125604.41+265739.3',12 56 04.49,+26 57 39.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3012.jpg,1.534038673867144e-08
b'OMHR  68786',13 10 13.2,+26 55 45,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V',./Images/QuasarCandidate_3013.jpg,4.4546720090465897e-08
b'OMHR J125429.92+270003.9',12 54 29.808,+27 00 03.84,7.0,7.0,58.0,54.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3014.jpg,0.9464107155799866
b'2MASS J12494499+2659365',12 49 44.99,+26 59 36.5,6.0,6.0,320.0,310.0,53.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3015.jpg,0.0007139283698052168
b'[BBE90] 130626+281138',13 08 49.80,+27 55 40.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3016.jpg,0.0010379916056990623
b'OMHR J125321.35+263251.0',12 53 21.42,+26 32 50.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3017.jpg,4.889824656295616e-11
b'[CSC85] 1246.8+2689',12 49 12.7,+26 36 58,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_3018.jpg,2.4798876840925743e-10
b'OMHR J125750.28+274425.3',12 57 50.35,+27 44 25.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3019.jpg,9.701799363881491e-09
b'OMHR J125525.81+260244.8',12 55 25.88,+26 02 44.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3020.jpg,3.76123632239711e-10
b'USNO-A2.0 1125-06601474',12 51 46.498,+26 42 12.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3021.jpg,0.00011233099940000102
b'OMHR J125630.51+271142.4',12 56 30.58,+27 11 42.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3022.jpg,1.3421695699289415e-10
b'OMHR J130204.36+265552.8',13 02 04.43,+26 55 52.8,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3023.jpg,2.0344241916103734e-11
b'[VV96] J125159.1+265356',12 51 59.3,+26 53 51,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V',./Images/QuasarCandidate_3024.jpg,0.00016090626013465226
b'2XMMi J125354.4+262434',12 53 54.529,+26 24 36.11,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S',./Images/QuasarCandidate_3025.jpg,5.020046501158504e-06
b'OMHR J130951.93+281300.9',13 09 52.00,+28 13 00.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3026.jpg,5.837687785970047e-05
b'OMHR J130040.65+275258.8',13 00 40.64,+27 52 58.6,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3027.jpg,0.9883854389190674
b'OMHR J125503.21+263049.7',12 55 03.29,+26 30 50.5,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3028.jpg,1.285582973409305e-09
b'OMHR 104642',13 04 13.101,+26 18 42.43,7.0,7.0,66.0,62.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3029.jpg,0.9510998129844666
b'2MASS J12590712+2709512',12 59 07.13,+27 09 51.2,6.0,6.0,110.0,110.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3030.jpg,0.5330142378807068
b'OMHR J125332.17+272224.3',12 53 32.28,+27 22 24.5,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3031.jpg,4.828935917799981e-09
b'OMHR J125757.15+282340.8',12 57 57.22,+28 23 40.8,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3032.jpg,2.86831799631293e-12
b'[BBE90] 130544+281955',13 08 08.08,+28 03 56.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3033.jpg,8.461928700853605e-06
b'2MASS J13093195+2723033',13 09 31.95,+27 23 03.3,6.0,6.0,180.0,160.0,81.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3034.jpg,0.19512030482292175
b'OMHR J130917.85+274840.2',13 09 17.94,+27 48 39.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3035.jpg,2.000030783350093e-12
b'2MASS J13074625+2815144',13 07 46.257,+28 15 14.48,7.0,7.0,350.0,290.0,0.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3036.jpg,7.1342151386488695e-06
b'CAIRNS J130916.95+275810.6',13 09 16.95,+27 58 10.6,6.0,6.0,750.0,750.0,90.0,D,,b'1990MNRAS.247..182B',./Images/QuasarCandidate_3037.jpg,6.223506261449074e-07
b'OMHR J125617.28+272408.0',12 56 17.35,+27 24 07.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3038.jpg,5.271274527984815e-10
b'OMHR J130723.79+265434.5',13 07 23.87,+26 54 34.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3039.jpg,3.432306869277646e-11
b'OMHR J125339.40+282600.2',12 53 39.47,+28 26 00.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3040.jpg,4.572914529682448e-12
b'2MASS J13065266+2757002',13 06 52.67,+27 57 00.3,6.0,6.0,180.0,150.0,81.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3041.jpg,0.0012808212777599692
b'OMHR J130757.78+262305.4',13 07 57.86,+26 23 05.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3042.jpg,1.4081177335256712e-09
b'OMHR J125245.15+280451.1',12 52 45.23,+28 04 51.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3043.jpg,4.4274631852152973e-16
b'[BBE90] 130402+281331',13 06 26.39,+27 57 30.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3044.jpg,1.6522550367881195e-06
b'KUV 13036+2707',13 05 59.642,+26 50 36.95,7.0,7.0,148.0,141.0,122.0,B,O,b'2000A&A...355L..27H',./Images/QuasarCandidate_3045.jpg,5.288360420689815e-15
b'OMHR J130028.50+260547.3',13 00 28.53,+26 05 48.2,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3046.jpg,8.348432918419825e-23
b'[VV98] J130734.8+290651',13 07 35.1276,+28 06 51.702,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_3047.jpg,0.9449319839477539
b'2MASS J13004522+2742282',13 00 45.22,+27 42 28.3,6.0,6.0,140.0,110.0,3.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3048.jpg,0.3666798770427704
b'[BBE90] 130805+282431',13 10 28.65,+28 08 35.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3049.jpg,3.0869482859664787e-13
b'OMHR J125758.85+260422.1',12 57 58.92,+26 04 22.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3050.jpg,2.4078876642141117e-15
b'2MASS J13030729+2617141',13 03 07.29,+26 17 14.1,6.0,6.0,210.0,190.0,3.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3051.jpg,0.9594424962997437
b'OMHR J125313.57+282502.6',12 53 13.64,+28 25 02.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3052.jpg,9.617044938181607e-10
b'2MASS J12555303+2724053',12 55 53.04,+27 24 05.4,6.0,6.0,170.0,160.0,101.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3053.jpg,0.8645857572555542
b'OMHR J130632.02+272216.1',13 06 32.09,+27 22 16.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3054.jpg,5.788103329962269e-10
b'[VV98] J130657.1+275539',13 06 57.1,+27 55 39,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V',./Images/QuasarCandidate_3055.jpg,9.221431014339032e-07
b'OMHR J130231.71+270134.3',13 02 31.78,+27 01 34.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3056.jpg,6.6579284307977105e-09
b'2MASS J13063801+2620592',13 06 38.01,+26 20 59.3,6.0,6.0,110.0,60.0,0.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3057.jpg,1.0706195098464377e-05
b'OMHR J125956.35+272939.1',12 59 56.43,+27 29 39.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3058.jpg,1.8103976651140385e-10
b'OMHR J130345.63+282652.3',13 03 45.70,+28 26 52.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3059.jpg,4.622470584081384e-08
b'OMHR J125535.99+262631.1',12 55 36.06,+26 26 31.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3060.jpg,4.044599322128306e-08
b'OMHR J130535.97+262343.8',13 05 36.04,+26 23 43.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3061.jpg,0.00013978128845337778
b'2MASS J12554023+2738460',12 55 40.23,+27 38 46.0,6.0,6.0,210.0,210.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3062.jpg,0.8246471285820007
b'OMHR J130308.27+264027.6',13 03 08.34,+26 40 27.6,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3063.jpg,4.5209773424925714e-11
b'OMHR J130926.74+262724.3',13 09 26.81,+26 27 24.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3064.jpg,2.596292625334229e-11
b'OMHR J130208.27+314044.9',13 02 08.34,+31 40 44.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3065.jpg,1.2504068763519172e-05
b'OMHR J125338.90+314004.8',12 53 38.97,+31 40 04.8,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3066.jpg,1.568425833653464e-09
b'OMHR J125942.60+315730.5',12 59 42.67,+31 57 30.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3067.jpg,1.6512620437669767e-10
b'2MASS J13024367+3153063',13 02 43.67,+31 53 06.3,6.0,6.0,80.0,80.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3068.jpg,0.025253714993596077
b'OMHR J125803.42+314051.7',12 58 03.49,+31 40 51.6,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3069.jpg,1.7007800875122603e-13
b'OMHR J130935.21+314815.4',13 09 35.28,+31 48 15.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3070.jpg,3.2106703407031034e-10
b'USNO-A2.0 1200-07017263',13 07 15.192,+33 40 32.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3071.jpg,0.00210325769148767
b'OMHR  75119',13 09 05.389,+31 34 12.86,7.0,7.0,58.0,50.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3072.jpg,0.9366512298583984
b'US  358',13 10 00.734,+31 51 40.94,7.0,7.0,117.0,114.0,0.0,B,O,b'2012yCat.1322....0Z',./Images/QuasarCandidate_3073.jpg,0.3247798681259155
b'OMHR J125241.62+315449.5',12 52 41.69,+31 54 49.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3074.jpg,1.3356407993492247e-12
b'OMHR  74840',13 08 56.490,+32 00 59.59,7.0,7.0,55.0,54.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3075.jpg,0.9496735334396362
b'OMHR J125358.09+320853.4',12 53 58.16,+32 08 53.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3076.jpg,5.712560646742304e-09
b'LB  7408',12 55 44.42,+31 51 20.8,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3077.jpg,2.549630728765351e-09
b'USNO-A2.0 1200-07002872',13 03 14.830,+32 22 58.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3078.jpg,0.8789390325546265
b'USNO-A2.0 1200-07011980',13 05 48.468,+31 40 53.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3079.jpg,0.00015231045836117119
b'OMHR 126624',13 00 39.106,+31 31 47.70,7.0,7.0,58.0,54.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3080.jpg,0.9619845151901245
b'OMHR J125227.95+320005.2',12 52 28.02,+32 00 05.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3081.jpg,2.5681708617900957e-14
b'USNO-A2.0 1200-07018759',13 07 39.984,+33 39 35.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3082.jpg,0.38075360655784607
b'OMHR J125532.29+315324.1',12 55 32.36,+31 53 24.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3083.jpg,5.696030263126553e-14
b'OMHR J125216.93+313717.8',12 52 17.00,+31 37 17.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3084.jpg,4.936423665669043e-12
b'OMHR J130130.54+314515.3',13 01 30.62,+31 45 15.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3085.jpg,2.185587648362297e-12
b'OMHR J125818.02+314421.8',12 58 18.10,+31 44 21.8,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3086.jpg,1.1707211670366688e-14
b'2MASS J13034128+3202107',13 03 41.287,+32 02 10.79,7.0,7.0,210.0,200.0,0.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3087.jpg,0.00010001993359765038
b'OMHR J125239.65+314440.1',12 52 39.72,+31 44 40.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3088.jpg,2.409930165581803e-13
b'2MASX J13015482+3205490',13 01 54.822,+32 05 49.02,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S',./Images/QuasarCandidate_3089.jpg,0.3915289342403412
b'USNO-A2.0 1200-07032716',13 11 37.529,+33 10 47.53,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3090.jpg,3.8395739920815686e-08
b'USNO-A2.0 1200-06994447',13 00 52.198,+33 18 03.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3091.jpg,3.823745833853032e-11
b'OMHR J130904.89+315410.4',13 09 04.97,+31 54 10.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3092.jpg,4.448483942320891e-11
b'OMHR J125439.18+314123.5',12 54 39.26,+31 41 23.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3093.jpg,6.8454903234989656e-18
b'OMHR J125433.52+313314.5',12 54 33.59,+31 33 14.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3094.jpg,2.6729429758974577e-13
b'OMHR J125509.98+314623.9',12 55 10.05,+31 46 23.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3095.jpg,5.572086811866852e-15
b'USNO-A2.0 1200-07005397',13 03 58.195,+33 28 08.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3096.jpg,7.673410777897516e-07
b'GALEX 2688026705556148047',13 03 30.663,+32 07 29.01,7.0,7.0,57.0,50.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3097.jpg,0.9752537608146667
b'2XMM J131119.3+313921',13 11 19.384,+31 39 19.93,7.0,7.0,54.0,48.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3098.jpg,0.9363528490066528
b'OMHR J130811.24+313518.7',13 08 11.31,+31 35 18.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3099.jpg,3.2550071579068307e-12
b'OMHR J125803.02+320101.6',12 58 03.09,+32 01 01.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3100.jpg,5.835227049819092e-13
b'OMHR J125447.22+313708.7',12 54 47.29,+31 37 08.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3101.jpg,4.4780878224320864e-13
b'OMHR J125335.15+315418.2',12 53 35.23,+31 54 18.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3102.jpg,1.686205089944902e-14
b'OMHR J125933.00+313248.9',12 59 33.07,+31 32 48.9,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3103.jpg,2.417070618321304e-06
b'OMHR J130114.92+320715.5',13 01 14.99,+32 07 15.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3104.jpg,1.3015758471013328e-09
b'OMHR J130512.13+320132.0',13 05 12.20,+32 01 32.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3105.jpg,5.690153556670019e-11
b'OMHR J125519.88+320454.5',12 55 19.95,+32 04 54.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3106.jpg,8.325747724710272e-14
b'OMHR J131023.61+321208.3',13 10 23.68,+32 12 08.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3107.jpg,1.087639561747622e-10
b'FIRST J125451.0+313631',12 54 51.093,+31 36 30.78,7.0,7.0,59.0,58.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3108.jpg,0.7388318181037903
b'OMHR J125951.13+315306.3',12 59 51.20,+31 53 06.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3109.jpg,2.413988930624611e-12
b'OMHR J125819.56+315829.9',12 58 19.64,+31 58 29.8,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3110.jpg,3.1146049281338684e-12
b'USNO-A2.0 1200-07018218',13 07 30.931,+32 02 44.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3111.jpg,2.7844484407069103e-07
b'OMHR J130853.73+320631.8',13 08 53.73,+32 06 31.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3112.jpg,0.012661498039960861
b'OMHR J125644.87+314444.7',12 56 44.95,+31 44 44.6,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3113.jpg,1.4414283568825459e-12
b'OMHR J130605.83+315941.2',13 06 05.91,+31 59 41.2,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3114.jpg,1.6292258653294311e-09
b'OMHR J125402.59+315427.6',12 54 02.66,+31 54 27.6,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3115.jpg,1.2737219827853915e-15
b'OMHR J130148.73+321011.8',13 01 48.78,+32 10 11.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3116.jpg,4.0526654629502445e-05
b'OMHR J130129.60+315229.7',13 01 29.67,+31 52 29.6,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3117.jpg,3.336022569300212e-10
b'OMHR J130530.15+321156.0',13 05 30.22,+32 11 56.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3118.jpg,4.012938426001256e-09
b'USNO-A2.0 1200-07004763',13 03 47.645,+33 55 37.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3119.jpg,0.9050180912017822
b'OMHR J130715.42+315412.1',13 07 15.49,+31 54 12.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3120.jpg,0.0001538564101792872
b'GALEX 2688026679786341675',13 11 44.117,+33 07 48.50,7.0,7.0,48.0,42.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3121.jpg,0.8874605298042297
b'OMHR J130457.47+314856.4',13 04 57.55,+31 48 56.4,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3122.jpg,1.4507628605386902e-11
b'USNO-A2.0 1200-07019603',13 07 54.984,+32 17 40.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3123.jpg,0.7429401874542236
b'OMHR J130651.68+321430.4',13 06 51.76,+32 14 30.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3124.jpg,8.832169440253779e-10
b'OMHR J130655.81+314838.0',13 06 55.88,+31 48 38.0,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3125.jpg,9.177949067407098e-09
b'2MASS J12550992+3150084',12 55 09.930,+31 50 08.41,7.0,7.0,80.0,70.0,0.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3126.jpg,5.201697406143069e-11
b'OMHR J130720.06+313057.7',13 07 20.13,+31 30 57.7,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3127.jpg,0.00010302742884960026
b'OMHR J125258.89+320504.6',12 52 58.768,+32 05 06.58,7.0,7.0,54.0,53.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3128.jpg,0.997369647026062
b'OMHR J131131.55+320917.5',13 11 31.63,+32 09 17.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3129.jpg,6.21018942650528e-14
b'OMHR J130811.83+320931.6',13 08 11.90,+32 09 31.6,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3130.jpg,1.0003182093418217e-12
b'2MASS J13095076+3154400',13 09 50.77,+31 54 40.0,6.0,6.0,200.0,200.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3131.jpg,0.9475346803665161
b'OMHR J125306.07+320655.6',12 53 06.14,+32 06 55.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3132.jpg,3.25333564341751e-13
b'USNO-A2.0 1200-06997640',13 01 45.638,+33 28 05.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3133.jpg,2.1085457774461247e-05
b'OMHR J125314.79+313335.8',12 53 14.86,+31 33 35.8,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3134.jpg,9.91108750625358e-10
b'OMHR J125458.80+313548.5',12 54 58.87,+31 35 48.5,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3135.jpg,2.6011178345768105e-13
b'OMHR J125211.52+315035.3',12 52 11.60,+31 50 35.3,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3136.jpg,2.0137716364235225e-13
b'OMHR J125846.39+313152.4',12 58 46.42,+31 31 52.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B',./Images/QuasarCandidate_3137.jpg,3.4109500575141283e-06
b'2MASS J13073643+3156508',13 07 36.44,+31 56 50.9,6.0,6.0,320.0,300.0,168.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_3138.jpg,0.5540353059768677
b'OMHR 109469',13 02 57.301,+31 55 48.83,7.0,7.0,53.0,47.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3139.jpg,0.9698867797851562
b'GALEX 2688026696966212311',13 07 53.684,+32 37 36.65,7.0,7.0,57.0,52.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3140.jpg,0.971453070640564
b'USNO-A2.0 1200-07009465',13 05 07.718,+33 48 36.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_3141.jpg,1.4645696114201634e-11
b'OMHR 131267',12 59 59.610,+32 02 05.93,7.0,7.0,53.0,51.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_3142.jpg,0.9288148283958435
b'OMHR J125915.71+314014.2',12 59 15.78,+31 40 14.1,6.0,6.0,,,0.0,D,,b'',./Images/QuasarCandidate_3143.jpg,2.3416737299220003e-12
